Date,Open,High,Low,Close,Volume,Currency
2019-10-21,0.007927999831736088,0.007934999652206898,0.0069160000421106815,0.007594000082463026,330158,USD
2019-10-22,0.007592999842017889,0.015730999410152435,0.0074880002066493034,0.015730999410152435,5577523,USD
2019-10-23,0.015730999410152435,0.017924999818205833,0.009440000168979168,0.017917999997735023,992886,USD
2019-10-24,0.017897000536322594,0.01913899928331375,0.013159999623894691,0.01904500089585781,914610,USD
2019-10-25,0.01904500089585781,0.01904500089585781,0.011633999645709991,0.013240000233054161,405408,USD
2019-10-26,0.013247000053524971,0.013860000297427177,0.011349000036716461,0.011958000250160694,169041,USD
2019-10-27,0.011958000250160694,0.012071999721229076,0.008816000074148178,0.010846000164747238,260656,USD
2019-10-28,0.010847999714314938,0.0135690001770854,0.008996999822556973,0.009984999895095825,233035,USD
2019-10-29,0.009984999895095825,0.010417000390589237,0.008465999737381935,0.009105999954044819,502512,USD
2019-10-30,0.00911100022494793,0.009200000204145908,0.008523999713361263,0.008990000002086163,309783,USD
2019-10-31,0.008991999551653862,0.012389999814331532,0.006246999837458134,0.011642999947071075,487547,USD
2019-11-01,0.011744000017642975,0.01423799991607666,0.011253000237047672,0.011789999902248383,466490,USD
2019-11-02,0.011789999902248383,0.01196100004017353,0.009690999984741211,0.011342000216245651,348111,USD
2019-11-03,0.011342000216245651,0.011355999857187271,0.010282999835908413,0.010414999909698963,96274,USD
2019-11-04,0.010417000390589237,0.011869000270962715,0.00912499986588955,0.01033599954098463,220630,USD
2019-11-05,0.01033599954098463,0.010851999744772911,0.009379999712109566,0.010122999548912048,255606,USD
2019-11-06,0.010127999819815159,0.010642999783158302,0.009324000217020512,0.009343000128865242,86642,USD
2019-11-07,0.009349999949336052,0.009638000279664993,0.009003999643027782,0.009467000141739845,88023,USD
2019-11-08,0.009464999660849571,0.00954500027000904,0.008258000016212463,0.008612999692559242,42488,USD
2019-11-09,0.008609999902546406,0.008775999769568443,0.008104000240564346,0.008681000210344791,52577,USD
2019-11-10,0.008678999729454517,0.010816000401973724,0.008430000394582748,0.009394999593496323,105718,USD
2019-11-11,0.009394999593496323,0.009891999885439873,0.00860700011253357,0.009251000359654427,116767,USD
2019-11-12,0.009228000417351723,0.009390000253915787,0.008697999641299248,0.009108999744057655,55947,USD
2019-11-13,0.009105999954044819,0.009301000274717808,0.008685999549925327,0.008696000091731548,29255,USD
2019-11-14,0.008697000332176685,0.00929300021380186,0.008442999795079231,0.008461999706923962,82262,USD
2019-11-15,0.008461999706923962,0.00916100014001131,0.00723800016567111,0.008244999684393406,21198,USD
2019-11-16,0.00824700016528368,0.008248000405728817,0.007081000134348869,0.0076430002227425575,7536,USD
2019-11-17,0.0076430002227425575,0.007718999870121479,0.0070859999395906925,0.007526000030338764,6910,USD
2019-11-18,0.007519000209867954,0.007658000104129314,0.006566999945789576,0.00736499996855855,7679,USD
2019-11-19,0.007368000224232674,0.007776999846100807,0.006767999846488237,0.006998000200837851,103222,USD
2019-11-20,0.006998000200837851,0.007553999777883291,0.005270000081509352,0.005874999798834324,59725,USD
2019-11-21,0.00583299994468689,0.006370000075548887,0.005109999794512987,0.005547999870032072,30314,USD
2019-11-22,0.005555000156164169,0.005969999823719263,0.0044929999858140945,0.004497000016272068,37106,USD
2019-11-23,0.004497999791055918,0.004585999995470047,0.00292599992826581,0.003920000046491623,46213,USD
2019-11-24,0.00392200006172061,0.004908999893814325,0.0038079998921602964,0.003863000078126788,29702,USD
2019-11-25,0.003854000009596348,0.003898999886587262,0.002993999980390072,0.003025999991223216,260,USD
2019-11-26,0.0030269999988377094,0.0032399999909102917,0.003002000041306019,0.0031300000846385956,681,USD
2019-11-27,0.003129000077024102,0.004029999952763319,0.0031030001118779182,0.004021999891847372,13676,USD
2019-11-28,0.004017999861389399,0.004244999960064888,0.003406000090762973,0.0034129999112337828,23320,USD
2019-11-29,0.003413999918848276,0.00430699996650219,0.0032079999800771475,0.0036609999369829893,11755,USD
2019-11-30,0.0036609999369829893,0.004046000074595213,0.003206999972462654,0.003504999913275242,44606,USD
2019-12-01,0.0035059999208897352,0.004147000145167112,0.0026779999025166035,0.003938000183552504,46473,USD
2019-12-02,0.0039369999431073666,0.0039369999431073666,0.002966000000014901,0.0031950001139193773,3424,USD
2019-12-03,0.0031950001139193773,0.003203999949619174,0.002706000115722418,0.0031640001107007265,16189,USD
2019-12-04,0.0031640001107007265,0.00355300004594028,0.0031210000161081553,0.0033650000113993883,3080,USD
2019-12-05,0.0033650000113993883,0.0033650000113993883,0.003100000089034438,0.0033100000582635403,11361,USD
2019-12-06,0.0033080000430345535,0.003490000031888485,0.0029869999270886183,0.003108999924734235,14131,USD
2019-12-07,0.003108999924734235,0.003266999963670969,0.0030330000445246696,0.0032450000289827585,402,USD
2019-12-08,0.0032450000289827585,0.003344000084325671,0.0031469999812543392,0.0031590000726282597,78,USD
2019-12-09,0.003160000080242753,0.0031659998930990696,0.0027940000873059034,0.0028150000143796206,39,USD
2019-12-10,0.002814000006765127,0.0028299998957663774,0.0019020000472664833,0.002216000109910965,257,USD
2019-12-11,0.0022169998846948147,0.002263000002130866,0.0022100000642240047,0.0022360000293701887,183,USD
2019-12-12,0.0022360000293701887,0.0029349999967962503,0.0022269999608397484,0.0028329999186098576,0,USD
2019-12-13,0.0028329999186098576,0.0035069999285042286,0.0025790000800043344,0.003495000069960952,8,USD
2019-12-14,0.003495000069960952,0.0035290000960230827,0.0034620000515133142,0.0035059999208897352,0,USD
2019-12-15,0.0035059999208897352,0.0035059999208897352,0.003461000043898821,0.003496000077575445,51,USD
2019-12-16,0.003496000077575445,0.0035570000763982534,0.003467000089585781,0.003519000019878149,250,USD
2019-12-17,0.003519000019878149,0.006645999848842621,0.003515999997034669,0.005994000006467104,298,USD
2019-12-18,0.005994000006467104,0.006591999903321266,0.005026000086218119,0.006328999996185303,330,USD
2019-12-19,0.006328999996185303,0.006612000055611134,0.006308000069111586,0.006556000094860792,71,USD
2019-12-20,0.006556000094860792,0.006575999781489372,0.004815000109374523,0.0056329998187720776,1039,USD
2019-12-21,0.0056329998187720776,0.005640000104904175,0.003129000077024102,0.00380200007930398,10373,USD
2019-12-22,0.003696999978274107,0.004718000069260597,0.0032399999909102917,0.0039090001955628395,17204,USD
2019-12-23,0.0039090001955628395,0.003913000226020813,0.002578000072389841,0.003208999987691641,14067,USD
2019-12-24,0.0034469999372959137,0.0034839999862015247,0.0026420000940561295,0.0034179999493062496,13766,USD
2019-12-25,0.0034179999493062496,0.003421999979764223,0.0029200001154094934,0.0029430000577121973,12992,USD
2019-12-26,0.0029460000805556774,0.0032240001019090414,0.0020260000601410866,0.002687999978661537,13952,USD
2019-12-27,0.002687999978661537,0.0031169999856501818,0.002435999922454357,0.0026680000592023134,13686,USD
2019-12-28,0.0026680000592023134,0.0030159999150782824,0.0026259999722242355,0.0029770000837743282,12539,USD
2019-12-29,0.0029770000837743282,0.0030620000325143337,0.002701000077649951,0.002885000081732869,7058,USD
2019-12-30,0.0028840000741183758,0.0038350000977516174,0.0025740000419318676,0.0027799999807029963,7427,USD
2019-12-31,0.0027540000155568123,0.0027970001101493835,0.0025659999810159206,0.0027199999894946814,10923,USD
2020-01-01,0.0027199999894946814,0.0027230000123381615,0.0025679999962449074,0.0025859999004751444,10081,USD
2020-01-02,0.0025770000647753477,0.002730000065639615,0.0025450000539422035,0.002561999950557947,9022,USD
2020-01-03,0.0025760000571608543,0.005018999800086021,0.0025690000038594007,0.0033319999929517508,19227,USD
2020-01-04,0.0033319999929517508,0.0050130002200603485,0.0033279999624937773,0.003702000016346574,16011,USD
2020-01-05,0.003702000016346574,0.0038320000749081373,0.0028470000252127647,0.0033569999504834414,15862,USD
2020-01-06,0.003519000019878149,0.0036669999826699495,0.0033100000582635403,0.00344299990683794,14199,USD
2020-01-07,0.00344299990683794,0.0036170000676065683,0.0033199999015778303,0.0035500000230968,14399,USD
2020-01-08,0.0035500000230968,0.0037960000336170197,0.0033760000951588154,0.00356299988925457,17807,USD
2020-01-09,0.0036949999630451202,0.0037799999117851257,0.003456000005826354,0.0037700000684708357,15084,USD
2020-01-10,0.0037640000227838755,0.003771000076085329,0.0034620000515133142,0.003633999964222312,14094,USD
2020-01-11,0.003636999987065792,0.0036460000555962324,0.0028860000893473625,0.0029440000653266907,12456,USD
2020-01-12,0.0029329999815672636,0.0031079999171197414,0.0025679999962449074,0.002841999987140298,12497,USD
2020-01-13,0.0028379999566823244,0.003616000059992075,0.0028379999566823244,0.003527000080794096,15085,USD
2020-01-14,0.0035260000731796026,0.0038040000945329666,0.003237999975681305,0.003435000078752637,10729,USD
2020-01-15,0.003387999953702092,0.003783999942243099,0.0033420000690966845,0.0035800000187009573,17999,USD
2020-01-16,0.003636999987065792,0.004488000180572271,0.003287999890744686,0.003575999988242984,21311,USD
2020-01-17,0.0035920001100748777,0.003705000039190054,0.0028959999326616526,0.0033100000582635403,19822,USD
2020-01-18,0.0032820000778883696,0.003693999955430627,0.0029100000392645597,0.0034149999264627695,14085,USD
2020-01-19,0.0034080001059919596,0.004298999905586243,0.0033650000113993883,0.003857000032439828,15724,USD
2020-01-20,0.003857000032439828,0.00430000014603138,0.003708000062033534,0.00419300002977252,17183,USD
2020-01-21,0.00419300002977252,0.0042050001211464405,0.003722999943420291,0.003971000202000141,15669,USD
2020-01-22,0.004042999818921089,0.0041970000602304935,0.0039059999398887157,0.004182999953627586,17489,USD
2020-01-23,0.004182999953627586,0.004188999999314547,0.003951000049710274,0.004098000004887581,16299,USD
2020-01-24,0.004098000004887581,0.004191000014543533,0.003955000080168247,0.00418600020930171,16105,USD
2020-01-25,0.004188000224530697,0.0041970000602304935,0.003984000068157911,0.004188000224530697,16509,USD
2020-01-26,0.004188000224530697,0.00420599989593029,0.003971000202000141,0.004133999813348055,15012,USD
2020-01-27,0.004009999800473452,0.004162000026553869,0.003719999920576811,0.003829000052064657,15131,USD
2020-01-28,0.003837999887764454,0.003961999900639057,0.003780999919399619,0.003872999921441078,10911,USD
2020-01-29,0.003872999921441078,0.00393499992787838,0.003722999943420291,0.0037479999009519815,11096,USD
2020-01-30,0.0037899999879300594,0.0038980001118034124,0.0037410000804811716,0.003857000032439828,14418,USD
2020-01-31,0.0038499999791383743,0.0039980001747608185,0.0037430000957101583,0.00392800010740757,14797,USD
2020-02-01,0.003924000076949596,0.003978000022470951,0.003768000053241849,0.0038109999150037766,12107,USD
2020-02-02,0.0037849999498575926,0.004536000080406666,0.003599999938160181,0.0036090000066906214,13031,USD
2020-02-03,0.0036090000066906214,0.003916999790817499,0.0035979999229311943,0.003713000100106001,14412,USD
2020-02-04,0.003713000100106001,0.0038109999150037766,0.0027570000384002924,0.0033519999124109745,13958,USD
2020-02-05,0.0031969998963177204,0.003806999884545803,0.0025919999461621046,0.0032319999299943447,13565,USD
2020-02-06,0.0032319999299943447,0.0032770000398159027,0.0026400000788271427,0.002991999965161085,11957,USD
2020-02-07,0.002896999940276146,0.0029959999956190586,0.0026000000070780516,0.002643000101670623,10916,USD
2020-02-08,0.0027129999361932278,0.0027749999426305294,0.0023089998867362738,0.0023849999997764826,9677,USD
2020-02-09,0.0023849999997764826,0.0024019998963922262,0.0005019999807700515,0.0005019999807700515,0,USD
2020-02-10,0.0005019999807700515,0.0024019998963922262,0.0005019999807700515,0.0019099999917671084,2537,USD
2020-02-11,0.0016929999692365527,0.002082000020891428,0.0016850000247359276,0.0019519999623298645,7434,USD
2020-02-12,0.0018309999722987413,0.0020669999066740274,0.0018060000147670507,0.001943000010214746,7449,USD
2020-02-13,0.001943000010214746,0.0020469999872148037,0.0015510000521317124,0.0017519999528303742,6895,USD
2020-02-14,0.001816999982111156,0.0018489999929443002,0.0016599999507889152,0.001728000002913177,6593,USD
2020-02-15,0.001728000002913177,0.0018400000408291817,0.0017170000355690718,0.0017219999572262168,6618,USD
2020-02-16,0.0017209999496117234,0.0019160000374540687,0.0017180000431835651,0.0018579999450594187,7791,USD
2020-02-17,0.0018720000516623259,0.0019160000374540687,0.0017350000562146306,0.0017590000061318278,7195,USD
2020-02-18,0.0017519999528303742,0.001766999950632453,0.0013899999903514981,0.0014029999729245901,6502,USD
2020-02-19,0.0014019999653100967,0.001765000051818788,0.0012120000319555402,0.0014019999653100967,6400,USD
2020-02-20,0.0014070000033825636,0.001728000002913177,0.0014059999957680702,0.0016949999844655395,6648,USD
2020-02-21,0.001686000032350421,0.001702000037766993,0.0015910000074654818,0.0016449999529868364,6243,USD
2020-02-22,0.001643999945372343,0.0016639999812468886,0.0014179999707266688,0.0015979999443516135,6291,USD
2020-02-23,0.0015979999443516135,0.001661999966017902,0.001429000054486096,0.0016250000335276127,6539,USD
2020-02-24,0.001601999974809587,0.0016599999507889152,0.001420999993570149,0.0015579999890178442,5907,USD
2020-02-25,0.001560000004246831,0.0016700000269338489,0.0013050000416114926,0.001307999948039651,5736,USD
2020-02-26,0.0013089999556541443,0.0015399999683722854,0.001306000049225986,0.0013520000502467155,4464,USD
2020-02-27,0.0013299999991431832,0.0013859999598935246,0.001019999966956675,0.001184999942779541,4847,USD
2020-02-28,0.0012489999644458294,0.0015790000325068831,0.0008019999950192869,0.0010000000474974513,4201,USD
2020-02-29,0.0009539999882690609,0.0011940000113099813,0.0009239999926649034,0.0011919999960809946,4815,USD
2020-03-01,0.0011909999884665012,0.0011919999960809946,0.0010000000474974513,0.0011350000277161598,4555,USD
2020-03-02,0.0011180000146850944,0.0011869999580085278,0.0010649999603629112,0.0011180000146850944,4437,USD
2020-03-03,0.0011080000549554825,0.0011820000363513827,0.0010000000474974513,0.0011409999569877982,4385,USD
2020-03-04,0.0010839999886229634,0.001154000055976212,0.0010489999549463391,0.001151000033132732,3998,USD
2020-03-05,0.001151000033132732,0.0011840000515803695,0.0010010000551119447,0.0010369999799877405,4222,USD
2020-03-06,0.0010369999799877405,0.0010939999483525753,0.0009500000160187483,0.0010519999777898192,4272,USD
2020-03-07,0.0010420000180602074,0.0010860000038519502,0.0008190000080503523,0.0009009999921545386,3562,USD
2020-03-08,0.0009009999921545386,0.001016999944113195,0.0008720000041648746,0.0009389999904669821,3718,USD
2020-03-09,0.0009399999980814755,0.0010920000495389104,0.0008989999769255519,0.0009280000231228769,3517,USD
2020-03-10,0.0009200000204145908,0.0010849999962374568,0.000914999982342124,0.0010489999549463391,4078,USD
2020-03-11,0.0010310000507161021,0.001693999976851046,0.000994000001810491,0.001630999962799251,8740,USD
2020-03-12,0.0016449999529868364,0.0016850000247359276,0.0009459999855607748,0.0013010000111535192,5087,USD
2020-03-13,0.0013010000111535192,0.0013299999991431832,0.00088900001719594,0.0009200000204145908,2308,USD
2020-03-14,0.0009190000128000975,0.0011660000309348106,0.0008950000046752393,0.0009009999921545386,21,USD
2020-03-15,0.0009009999921545386,0.0014550000196322799,0.0009009999921545386,0.0010349999647587538,1186,USD
2020-03-16,0.001032999949529767,0.0012649999698624015,0.0010270000202581286,0.0012110000243410468,3,USD
2020-03-17,0.00120900000911206,0.001221999991685152,0.00019299999985378236,0.000195999993593432,99,USD
